Gene_acc,Gene_id,log2fc,log10intensity,logFDR,Desc,desc2,ids2
2924,Tb927.2.4090,0.021330773285309832,6.207803558306911,0.0,"signal recognition particle receptor beta subunit, putative","Tb927.2.4090:mRNA-p1 | transcript=Tb927.2.4090:mRNA | gene=Tb927.2.4090 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=signal recognition particle receptor beta subunit, putative | transcript_product=signal recognition particle receptor beta s",Tb927.2.4090:mRNA-p1
2925,Tb927.11.10380,0.021319214717960173,5.667921550002096,0.0,"hypothetical protein, conserved","Tb927.11.10380:mRNA-p1 | transcript=Tb927.11.10380:mRNA | gene=Tb927.11.10380 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2769724-",Tb927.11.10380:mRNA-p1
2926,Tb927.11.1970,0.02131040674873292,5.395703068828616,0.0,"hypothetical protein, conserved","Tb927.11.1970:mRNA-p1 | transcript=Tb927.11.1970:mRNA | gene=Tb927.11.1970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:573210-5740",Tb927.11.1970:mRNA-p1
2927,Tb927.8.8330,0.02123590722049331,7.59620190292718,-0.0068475229816812935,"cysteine peptidase, putative","Tb927.8.8330:mRNA-p1 | transcript=Tb927.8.8330:mRNA | gene=Tb927.8.8330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cysteine peptidase, putative | transcript_product=cysteine peptidase, putative | location=Tb927_08_v5.1:2466411-2469077(+) |",Tb927.8.8330:mRNA-p1
2928,Tb927.3.2900,0.02120169856015819,7.097828706467064,0.0,eukaryotic translation initiation factor 2 subunit alpha,Tb927.3.2900:mRNA-p1 | transcript=Tb927.3.2900:mRNA | gene=Tb927.3.2900 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=eukaryotic translation initiation factor 2 subunit alpha | transcript_product=eukaryotic translation initiation factor 2 sub,Tb927.3.2900:mRNA-p1
2929,Tb927.3.4670,0.0209799823750867,5.705939940705271,0.0,"cdc2-related kinase 10, putative","Tb927.3.4670:mRNA-p1 | transcript=Tb927.3.4670:mRNA | gene=Tb927.3.4670 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cdc2-related kinase 10, putative | transcript_product=cdc2-related kinase 10, putative | location=Tb927_03_v5.1:1321695-1322",Tb927.3.4670:mRNA-p1
2930,Tb927.7.7280,0.020918478004457963,5.304533774800475,0.0,"RNA-binding protein, putative","Tb927.7.7280:mRNA-p1 | transcript=Tb927.7.7280:mRNA | gene=Tb927.7.7280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Tb927_07_v5.1:2101047-2102888(-)",Tb927.7.7280:mRNA-p1
2931,Tb927.10.11990,0.020895649010168528,5.888547396383272,0.0,"60S ribosome subunit biogenesis protein NIP7, putative","Tb927.10.11990:mRNA-p1 | transcript=Tb927.10.11990:mRNA | gene=Tb927.10.11990 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosome subunit biogenesis protein NIP7, putative | transcript_product=60S ribosome subunit biogenesis protein NI",Tb927.10.11990:mRNA-p1
2932,Tb927.11.3120,0.020829510561699106,6.505924551435517,0.0,nucleolar GTP-binding protein 1,Tb927.11.3120:mRNA-p1 | transcript=Tb927.11.3120:mRNA | gene=Tb927.11.3120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=nucleolar GTP-binding protein 1 | transcript_product=nucleolar GTP-binding protein 1 | location=Tb927_11_v5.1:888100-8900,Tb927.11.3120:mRNA-p1
2933,Tb927.6.1190,0.020746302766836523,5.5816553936974795,0.0,"Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative","Tb927.6.1190:mRNA-p1 | transcript=Tb927.6.1190:mRNA | gene=Tb927.6.1190 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative | transcript_product=Plus-3 domain/Zinc finger, C3HC4 type (RI",Tb927.6.1190:mRNA-p1
2934,Tb927.2.3300,0.020687458106599648,6.866611399381393,-0.011336407311717218,65 kDa invariant surface glycoprotein,Tb927.2.3300:mRNA-p1 | transcript=Tb927.2.3300:mRNA | gene=Tb927.2.3300 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=65 kDa invariant surface glycoprotein | transcript_product=65 kDa invariant surface glycoprotein | location=Tb927_02_v5.1:60,Tb927.2.3300:mRNA-p1;Tb927.2.3290:mRNA-p1;Tb927.2.3280:mRNA-p1;Tb927.2.3310:mRNA-p1
2935,Tb927.11.6070,0.020578367192161422,6.097194577723133,0.0,"hypothetical protein, conserved","Tb927.11.6070:mRNA-p1 | transcript=Tb927.11.6070:mRNA | gene=Tb927.11.6070 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:1715866-171",Tb927.11.6070:mRNA-p1
2936,Tb927.11.1230,0.020557769190867298,6.530499022597821,0.0,"hypothetical protein, conserved","Tb927.11.1230:mRNA-p1 | transcript=Tb927.11.1230:mRNA | gene=Tb927.11.1230 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:358626-3599",Tb927.11.1230:mRNA-p1
2937,Tb927.10.13100,0.020521035579208185,6.0678967667973716,0.0,Cytokinesis initiation factor 3,Tb927.10.13100:mRNA-p1 | transcript=Tb927.10.13100:mRNA | gene=Tb927.10.13100 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Cytokinesis initiation factor 3 | transcript_product=Cytokinesis initiation factor 3 | location=Tb927_10_v5.1:3189375-,Tb927.10.13100:mRNA-p1
2938,Tb927.8.1080,0.020503005409012766,6.222005805083289,0.0,"centrin, putative","Tb927.8.1080:mRNA-p1 | transcript=Tb927.8.1080:mRNA | gene=Tb927.8.1080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=centrin, putative | transcript_product=centrin, putative | location=Tb927_08_v5.1:345870-346460(-) | protein_length=196 | se",Tb927.8.1080:mRNA-p1
2939,Tb927.6.1450,0.02046892748940301,5.1544968810120615,0.0,"hypothetical protein, conserved","Tb927.6.1450:mRNA-p1 | transcript=Tb927.6.1450:mRNA | gene=Tb927.6.1450 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_06_v5.1:513113-513955(",Tb927.6.1450:mRNA-p1
2940,Tb927.11.4700,0.020310523769177195,7.254525336507893,0.0,prostaglandin f synthase,Tb927.11.4700:mRNA-p1 | transcript=Tb927.11.4700:mRNA | gene=Tb927.11.4700 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=prostaglandin f synthase | transcript_product=prostaglandin f synthase | location=Tb927_11_v5.1:1356892-1357722(+) | prot,Tb927.11.4700:mRNA-p1
2941,Tb927.11.14280,0.020188310646270996,5.642086760737466,0.0,"septum formation protein MAF homologue, putative","Tb927.11.14280:mRNA-p1 | transcript=Tb927.11.14280:mRNA | gene=Tb927.11.14280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=septum formation protein MAF homologue, putative | transcript_product=septum formation protein MAF homologue, putative",Tb927.11.14280:mRNA-p1
2942,Tb927.6.1260,0.02006377155485638,5.9950770017513655,0.0,"proteasome beta-1 subunit, putative","Tb927.6.1260:mRNA-p1 | transcript=Tb927.6.1260:mRNA | gene=Tb927.6.1260 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=proteasome beta-1 subunit, putative | transcript_product=proteasome beta-1 subunit, putative | location=Tb927_06_v5.1:469738",Tb927.6.1260:mRNA-p1;Tb11.v5.0742.1-p1
2943,Tb927.8.1050,0.01996833058601481,5.556965894975087,0.0,SUMO-interacting motif-containing protein,Tb927.8.1050:mRNA-p1 | transcript=Tb927.8.1050:mRNA | gene=Tb927.8.1050 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SUMO-interacting motif-containing protein | transcript_product=SUMO-interacting motif-containing protein | location=Tb927_08,Tb927.8.1050:mRNA-p1
2944,Tb927.2.4330,0.01980879486536664,6.793130565752945,0.0,"paraflagellar rod protein 5, putative","Tb927.2.4330:mRNA-p1 | transcript=Tb927.2.4330:mRNA | gene=Tb927.2.4330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=paraflagellar rod protein 5, putative | transcript_product=paraflagellar rod protein 5, putative | location=Tb927_02_v5.1:76",Tb927.2.4330:mRNA-p1
2945,Tb927.1.2210,0.01972731953739155,6.183956447160184,0.0,"nucleosome assembly protein (NAP), putative","Tb927.1.2210:mRNA-p1 | transcript=Tb927.1.2210:mRNA | gene=Tb927.1.2210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=nucleosome assembly protein (NAP), putative | transcript_product=nucleosome assembly protein (NAP), putative | location=Tb92",Tb927.1.2210:mRNA-p1
2946,Tb927.4.1570,0.019621748420338904,4.012780875057736,0.0,"hypothetical protein, conserved","Tb927.4.1570:mRNA-p1 | transcript=Tb927.4.1570:mRNA | gene=Tb927.4.1570 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:406346-407293(",Tb927.4.1570:mRNA-p1
2947,Tb927.10.13660,0.01961052271952857,5.723323319594422,0.0,"Domain of unknown function DUF21, putative","Tb927.10.13660:mRNA-p1 | transcript=Tb927.10.13660:mRNA | gene=Tb927.10.13660 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Domain of unknown function DUF21, putative | transcript_product=Domain of unknown function DUF21, putative | location=",Tb927.10.13660:mRNA-p1
2948,Tb927.10.10960,0.0195946993059518,8.254362829134958,0.0,"heat shock protein, putative","Tb927.10.10960:mRNA-p1 | transcript=Tb927.10.10960:mRNA | gene=Tb927.10.10960 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=heat shock protein, putative | transcript_product=heat shock protein, putative | location=Tb927_10_v5.1:2674479-267659",Tb927.10.10960:mRNA-p1;Tb927.10.10950:mRNA-p1;Tb927.10.10940:mRNA-p1;Tb927.10.10920:mRNA-p1;Tb927.10.10900:mRNA-p1;Tb927.10.10890:mRNA-p1;Tb11.v5.0543.1-p1;Tb927.10.10910:mRNA-p1;Tb927.10.10980:mRNA-p1;Tb927.10.10970:mRNA-p1;Tb927.10.10930:mRNA-p1
2949,Tb927.10.13790,0.019578086574869057,7.4438598095575,0.0,"hypothetical protein, conserved","Tb927.10.13790:mRNA-p1 | transcript=Tb927.10.13790:mRNA | gene=Tb927.10.13790 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_10_v5.1:3367889-",Tb927.10.13790:mRNA-p1
2950,Tb927.8.6520,0.01956639608894587,4.648018711868642,0.0,"hypothetical protein, conserved","Tb927.8.6520:mRNA-p1 | transcript=Tb927.8.6520:mRNA | gene=Tb927.8.6520 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:1884528-188577",Tb927.8.6520:mRNA-p1
2951,Tb927.8.6640,0.019520084998427247,6.15000275264195,0.0,"Male sterility protein, putative","Tb927.8.6640:mRNA-p1 | transcript=Tb927.8.6640:mRNA | gene=Tb927.8.6640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Male sterility protein, putative | transcript_product=Male sterility protein, putative | location=Tb927_08_v5.1:1917871-1919",Tb927.8.6640:mRNA-p1
2952,Tb927.9.14410,0.019148620373702383,5.1437545320775,0.0,"RNA 3-terminal phosphate cyclase, putative","Tb927.9.14410:mRNA-p1 | transcript=Tb927.9.14410:mRNA | gene=Tb927.9.14410 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA 3-terminal phosphate cyclase, putative | transcript_product=RNA 3-terminal phosphate cyclase, putative | location=T",Tb927.9.14410:mRNA-p1
2953,Tb927.9.9270,0.019064999192519895,5.30068497057745,0.0,"hypothetical protein, conserved","Tb927.9.9270:mRNA-p1 | transcript=Tb927.9.9270:mRNA | gene=Tb927.9.9270 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_09_v5.1:1474144-147569",Tb927.9.9270:mRNA-p1
2954,Tb927.10.2880,0.018982562141783496,6.646233952568387,0.0,"Voltage-dependent calcium channel subunit, putative","Tb927.10.2880:mRNA-p1 | transcript=Tb927.10.2880:mRNA | gene=Tb927.10.2880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Voltage-dependent calcium channel subunit, putative | transcript_product=Voltage-dependent calcium channel subunit, putat",Tb927.10.2880:mRNA-p1
2955,Tb927.8.7530,0.018970165274829212,4.859296725481836,0.0,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative","Tb927.8.7530:mRNA-p1 | transcript=Tb927.8.7530:mRNA | gene=Tb927.8.7530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative | transcript_product=3,2-trans-enoyl-CoA isomerase, mitocho",Tb927.8.7530:mRNA-p1
2956,Tb927.7.4860,0.018700455760594616,5.160123022054671,0.0,kinetoplastid kinetochore protein 13,Tb927.7.4860:mRNA-p1 | transcript=Tb927.7.4860:mRNA | gene=Tb927.7.4860 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinetoplastid kinetochore protein 13 | transcript_product=kinetoplastid kinetochore protein 13 | location=Tb927_07_v5.1:1277,Tb927.7.4860:mRNA-p1;Tb11.v5.0168.1-p1
2957,Tb927.3.1820,0.01869553899701855,6.059695640767698,0.0,mitochondrial RNA binding complex 1 subunit,Tb927.3.1820:mRNA-p1 | transcript=Tb927.3.1820:mRNA | gene=Tb927.3.1820 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial RNA binding complex 1 subunit | transcript_product=mitochondrial RNA binding complex 1 subunit | location=Tb92,Tb927.3.1820:mRNA-p1
2958,Tb927.10.3230,0.01836580451411391,5.699660955724341,0.0,"CMGC/MAPK protein kinase, putative","Tb927.10.3230:mRNA-p1 | transcript=Tb927.10.3230:mRNA | gene=Tb927.10.3230 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=CMGC/MAPK protein kinase, putative | transcript_product=CMGC/MAPK protein kinase, putative | location=Tb927_10_v5.1:83764",Tb927.10.3230:mRNA-p1
2959,Tb927.11.14230,0.01835741512157419,5.593415481213307,0.0,"Vps23 core domain containing protein, putative","Tb927.11.14230:mRNA-p1 | transcript=Tb927.11.14230:mRNA | gene=Tb927.11.14230 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Vps23 core domain containing protein, putative | transcript_product=Vps23 core domain containing protein, putative | l",Tb927.11.14230:mRNA-p1
2960,Tb927.7.4410,0.01827566719678394,5.23041541414749,0.0,"hypothetical protein, conserved","Tb927.7.4410:mRNA-p1 | transcript=Tb927.7.4410:mRNA | gene=Tb927.7.4410 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1172804-117408",Tb927.7.4410:mRNA-p1
2961,Tb927.11.5170,0.01820780382039242,4.961457220615022,0.0,"ubiquitin activating enzyme, putative","Tb927.11.5170:mRNA-p1 | transcript=Tb927.11.5170:mRNA | gene=Tb927.11.5170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ubiquitin activating enzyme, putative | transcript_product=ubiquitin activating enzyme, putative | location=Tb927_11_v5.1",Tb927.11.5170:mRNA-p1
2962,Tb927.10.15500,0.018204538009298242,4.997404497826681,0.0,"SNARE protein, putative","Tb927.10.15500:mRNA-p1 | transcript=Tb927.10.15500:mRNA | gene=Tb927.10.15500 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SNARE protein, putative | transcript_product=SNARE protein, putative | location=Tb927_10_v5.1:3805073-3805786(+) | pro",Tb927.10.15500:mRNA-p1
2963,Tb927.4.4120,0.018174132952548407,5.5112189774726135,0.0,"Cleavage stimulating factor 64, putative","Tb927.4.4120:mRNA-p1 | transcript=Tb927.4.4120:mRNA | gene=Tb927.4.4120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Cleavage stimulating factor 64, putative | transcript_product=Cleavage stimulating factor 64, putative | location=Tb927_04_v",Tb927.4.4120:mRNA-p1;Tb927.8.8210:mRNA-p1
2964,Tb927.11.2030,0.01810259323220719,5.9304803950285505,0.0,"hypothetical protein, conserved","Tb927.11.2030:mRNA-p1 | transcript=Tb927.11.2030:mRNA | gene=Tb927.11.2030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:586255-5879",Tb927.11.2030:mRNA-p1
2965,Tb927.3.2640,0.01807950459674245,5.216525017364217,0.0,"hypothetical protein, conserved","Tb927.3.2640:mRNA-p1 | transcript=Tb927.3.2640:mRNA | gene=Tb927.3.2640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:673016-674149(",Tb927.3.2640:mRNA-p1
2966,Tb927.11.2210,0.01788499114119556,5.337626136084102,0.0,"diacylglycerol acyltransferase, putative","Tb927.11.2210:mRNA-p1 | transcript=Tb927.11.2210:mRNA | gene=Tb927.11.2210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=diacylglycerol acyltransferase, putative | transcript_product=diacylglycerol acyltransferase, putative | location=Tb927_1",Tb927.11.2210:mRNA-p1
2967,Tb927.11.5250,0.017743527130806402,5.730122343562035,0.0,"hypothetical protein, conserved","Tb927.11.5250:mRNA-p1 | transcript=Tb927.11.5250:mRNA | gene=Tb927.11.5250 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:1494742-149",Tb927.11.5250:mRNA-p1
2968,Tb927.6.3670,0.017723408583366154,6.592571683450686,0.0,"paraflagellar rod component, putative","Tb927.6.3670:mRNA-p1 | transcript=Tb927.6.3670:mRNA | gene=Tb927.6.3670 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=paraflagellar rod component, putative | transcript_product=paraflagellar rod component, putative | location=Tb927_06_v5.1:10",Tb927.6.3670:mRNA-p1
2969,Tb927.7.3360,0.01769344052385264,5.754983340731177,0.0,farnesyl pyrophosphate synthase,Tb927.7.3360:mRNA-p1 | transcript=Tb927.7.3360:mRNA | gene=Tb927.7.3360 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=farnesyl pyrophosphate synthase | transcript_product=farnesyl pyrophosphate synthase | location=Tb927_07_v5.1:878019-879122(,Tb927.7.3360:mRNA-p1
2970,Tb927.3.5440,0.017606745694822148,5.3397448515521475,0.0,"SNF2 DNA repair protein, putative","Tb927.3.5440:mRNA-p1 | transcript=Tb927.3.5440:mRNA | gene=Tb927.3.5440 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SNF2 DNA repair protein, putative | transcript_product=SNF2 DNA repair protein, putative | location=Tb927_03_v5.1:1521398-15",Tb927.3.5440:mRNA-p1
2971,Tb927.11.9960,0.017499255507550347,6.05205301951139,0.0,"Protein of unknown function (DUF2870), putative","Tb927.11.9960:mRNA-p1 | transcript=Tb927.11.9960:mRNA | gene=Tb927.11.9960 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Protein of unknown function (DUF2870), putative | transcript_product=Protein of unknown function (DUF2870), putative | lo",Tb927.11.9960:mRNA-p1
2972,Tb927.11.3770,0.017477948627236617,6.645430336700073,0.0,"Dpy-30 motif containing protein, putative","Tb927.11.3770:mRNA-p1 | transcript=Tb927.11.3770:mRNA | gene=Tb927.11.3770 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Dpy-30 motif containing protein, putative | transcript_product=Dpy-30 motif containing protein, putative | location=Tb927",Tb927.11.3770:mRNA-p1
2973,Tb927.7.5690,0.017429470789139086,5.701367131680035,0.0,SUMO-interacting motif-containing protein,Tb927.7.5690:mRNA-p1 | transcript=Tb927.7.5690:mRNA | gene=Tb927.7.5690 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SUMO-interacting motif-containing protein | transcript_product=SUMO-interacting motif-containing protein | location=Tb927_07,Tb927.7.5690:mRNA-p1
2974,Tb927.3.2090,0.017277740334344857,5.892648043414452,0.0,"Xaa-Pro aminopeptidase, putative","Tb927.3.2090:mRNA-p1 | transcript=Tb927.3.2090:mRNA | gene=Tb927.3.2090 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Xaa-Pro aminopeptidase, putative | transcript_product=Xaa-Pro aminopeptidase, putative | location=Tb927_03_v5.1:550052-55189",Tb927.3.2090:mRNA-p1;Tb11.v5.0697.1-p1
2975,Tb927.11.5700,0.017243679546766668,6.116542742071137,0.0,"hypothetical protein, conserved","Tb927.11.5700:mRNA-p1 | transcript=Tb927.11.5700:mRNA | gene=Tb927.11.5700 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:1608840-161",Tb927.11.5700:mRNA-p1
2976,Tb927.2.3660,0.017129628158240897,6.008675114293744,0.0,"paraflagellar rod component, putative","Tb927.2.3660:mRNA-p1 | transcript=Tb927.2.3660:mRNA | gene=Tb927.2.3660 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=paraflagellar rod component, putative | transcript_product=paraflagellar rod component, putative | location=Tb927_02_v5.1:65",Tb927.2.3660:mRNA-p1
2977,Tb927.10.11030,0.017092412280410443,5.343616124818925,0.0,Archaic translocase of outer membrane 11 kDa subunit,Tb927.10.11030:mRNA-p1 | transcript=Tb927.10.11030:mRNA | gene=Tb927.10.11030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Archaic translocase of outer membrane 11 kDa subunit | transcript_product=Archaic translocase of outer membrane 11 kDa,Tb927.10.11030:mRNA-p1
2978,Tb927.10.14720,0.016944336708664468,5.3871394799463035,0.0,peroxin 13,Tb927.10.14720:mRNA-p1 | transcript=Tb927.10.14720:mRNA | gene=Tb927.10.14720 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=peroxin 13 | transcript_product=peroxin 13 | location=Tb927_10_v5.1:3593175-3594350(-) | protein_length=391 | sequence,Tb927.10.14720:mRNA-p1
2979,Tb927.7.3550,0.016910635933185078,7.623955597061913,0.0,"cytoskeleton associated protein, putative","Tb927.7.3550:mRNA-p1 | transcript=Tb927.7.3550:mRNA | gene=Tb927.7.3550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cytoskeleton associated protein, putative | transcript_product=cytoskeleton associated protein, putative | location=Tb927_07",Tb927.7.3550:mRNA-p1
2980,Tb927.11.5730,0.01682829493606107,5.633494254759799,0.0,"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative","Tb927.11.5730:mRNA-p1 | transcript=Tb927.11.5730:mRNA | gene=Tb927.11.5730 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=pre-mRNA-splicing factor ATP-dependent RNA helicase, putative | transcript_product=pre-mRNA-splicing factor ATP-dependent",Tb927.11.5730:mRNA-p1
2981,Tb927.10.9740,0.016748800721147664,6.912387602091187,0.0,Regulatory particle triple-A ATPase subunit 6,Tb927.10.9740:mRNA-p1 | transcript=Tb927.10.9740:mRNA | gene=Tb927.10.9740 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Regulatory particle triple-A ATPase subunit 6 | transcript_product=Regulatory particle triple-A ATPase subunit 6 | locati,Tb927.10.9740:mRNA-p1
2982,Tb927.3.5340,0.016664393018891097,6.737562175769164,0.0,"Hsc70-interacting protein (Hip), putative","Tb927.3.5340:mRNA-p1 | transcript=Tb927.3.5340:mRNA | gene=Tb927.3.5340 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Hsc70-interacting protein (Hip), putative | transcript_product=Hsc70-interacting protein (Hip), putative | location=Tb927_03",Tb927.3.5340:mRNA-p1
2983,Tb927.8.7490,0.016350857257019808,4.613187886246891,0.0,symplekin,Tb927.8.7490:mRNA-p1 | transcript=Tb927.8.7490:mRNA | gene=Tb927.8.7490 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=symplekin | transcript_product=symplekin | location=Tb927_08_v5.1:2157670-2162007(+) | protein_length=1445 | sequence_SO=chr,Tb927.8.7490:mRNA-p1
2984,Tb927.4.590,0.016321735678164723,6.568495389540771,0.0,"PQQ-like domain/Protein of unknown function (DUF1620), putative","Tb927.4.590:mRNA-p1 | transcript=Tb927.4.590:mRNA | gene=Tb927.4.590 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=PQQ-like domain/Protein of unknown function (DUF1620), putative | transcript_product=PQQ-like domain/Protein of unknown functio",Tb927.4.590:mRNA-p1
2985,Tb927.11.13340,0.01629356162564083,5.785315423511168,0.0,"hypothetical protein, conserved","Tb927.11.13340:mRNA-p1 | transcript=Tb927.11.13340:mRNA | gene=Tb927.11.13340 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:3573349-",Tb927.11.13340:mRNA-p1
2986,Tb927.9.11220,0.016142691451875187,6.064842933199104,0.0,"tRNA import complex component, putative","Tb927.9.11220:mRNA-p1 | transcript=Tb927.9.11220:mRNA | gene=Tb927.9.11220 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=tRNA import complex component, putative | transcript_product=tRNA import complex component, putative | location=Tb927_09_",Tb927.9.11220:mRNA-p1
2987,Tb927.11.9240,0.016120631666296882,5.7494034990850045,0.0,"hypothetical protein, conserved","Tb927.11.9240:mRNA-p1 | transcript=Tb927.11.9240:mRNA | gene=Tb927.11.9240 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2532570-253",Tb927.11.9240:mRNA-p1
2988,Tb927.4.2030,0.01608848369711183,6.743190300597199,0.0,DNA/RNA-binding protein Alba 4,Tb927.4.2030:mRNA-p1 | transcript=Tb927.4.2030:mRNA | gene=Tb927.4.2030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=DNA/RNA-binding protein Alba 4 | transcript_product=DNA/RNA-binding protein Alba 4 | location=Tb927_04_v5.1:510453-511106(-),Tb927.4.2030:mRNA-p1
2989,Tb927.8.5530,0.015849015190156083,4.57602652967937,0.0,"COP9 signalosome complex subunit 5, putative","Tb927.8.5530:mRNA-p1 | transcript=Tb927.8.5530:mRNA | gene=Tb927.8.5530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=COP9 signalosome complex subunit 5, putative | transcript_product=COP9 signalosome complex subunit 5, putative | location=Tb",Tb927.8.5530:mRNA-p1
2990,Tb927.7.5760,0.01583057185761427,5.402789227360386,0.0,"nuclear transport factor 2 protein, putative","Tb927.7.5760:mRNA-p1 | transcript=Tb927.7.5760:mRNA | gene=Tb927.7.5760 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=nuclear transport factor 2 protein, putative | transcript_product=nuclear transport factor 2 protein, putative | location=Tb",Tb927.7.5760:mRNA-p1
